New Hampshire,4/1/1989,"10,535","23,016",101.41,46.42,"1,068,405"
New Hampshire,5/1/1989,"10,535","23,095",101.56,46.33,"1,069,983"
New Hampshire,6/1/1989,"10,497","22,602",99,45.98,"1,039,151"
New Hampshire,7/1/1989,"10,588","22,687",97.03,45.29,"1,027,405"
New Hampshire,8/1/1989,"10,782","23,222",99.93,46.4,"1,077,409"
New Hampshire,9/1/1989,"10,735","23,168",99.01,45.87,"1,062,821"
New York,10/1/1988,"651,778","1,494,329",119.85,52.28,"78,118,270"
New York,11/1/1988,"649,541","1,484,397",120.07,52.54,"77,989,550"
New York,12/1/1988,"651,857","1,493,627",120.68,52.67,"78,667,519"
New York,1/1/1989,"659,846","1,502,222",116.98,51.38,"77,191,353"
New York,2/1/1989,"636,215","1,438,246",121.66,53.82,"77,404,538"
New York,3/1/1989,"656,503","1,468,033",118.88,53.16,"78,044,711"
New York,4/1/1989,"657,658","1,468,739",118.13,52.89,"77,687,835"
New York,5/1/1989,"656,260","1,468,158",118.08,52.78,"77,491,383"
New York,6/1/1989,"659,489","1,463,751",116.91,52.67,"77,101,621"
New York,7/1/1989,"635,120","1,410,743",120.64,54.31,"76,619,674"
New York,8/1/1989,"638,620","1,409,738",121.01,54.82,"77,278,501"
New York,9/1/1989,"650,229","1,448,317",118.37,53.14,"76,970,150"
Rhode Island,10/1/1988,"24,568","55,993",99.3,43.57,"2,439,607"
Rhode Island,11/1/1988,"24,471","55,483",100.73,44.43,"2,465,037"
Rhode Island,12/1/1988,"24,610","55,830",101.16,44.59,"2,489,636"
Rhode Island,1/1/1989,"24,844","56,501",118.39,52.06,"2,941,379"
Rhode Island,2/1/1989,"24,975","56,738",118.56,52.19,"2,961,093"
Rhode Island,3/1/1989,"25,318","57,668",119.33,52.39,"3,021,171"
Rhode Island,4/1/1989,"25,176","57,408",119.48,52.4,"3,008,134"
Rhode Island,5/1/1989,"25,010","56,822",116.63,51.33,"2,916,881"
Rhode Island,6/1/1989,"25,104","57,123",117.02,51.43,"2,937,789"
Rhode Island,7/1/1989,"25,010","57,001",99.61,43.71,"2,491,229"
Rhode Island,8/1/1989,"25,339","57,680",99.16,43.56,"2,512,512"
Rhode Island,9/1/1989,"25,340","57,958",95.92,41.94,"2,430,580"
Vermont,10/1/1988,"14,317","31,736",95.38,43.03,"1,365,506"
Vermont,11/1/1988,"14,807","33,185",97.48,43.49,"1,443,324"
Vermont,12/1/1988,"15,201","34,182",97.24,43.25,"1,478,206"
Vermont,1/1/1989,"15,113","33,746",95.74,42.88,"1,446,893"
Vermont,2/1/1989,"15,594","35,413",98.21,43.25,"1,531,514"
Vermont,3/1/1989,"15,730","35,552",98.36,43.52,"1,547,178"
Vermont,4/1/1989,"15,425","34,624",95.1,42.37,"1,466,873"
Vermont,5/1/1989,"15,529","35,140",97.21,42.96,"1,509,500"
Vermont,6/1/1989,"15,273","34,222",94.55,42.2,"1,444,045"
Vermont,7/1/1989,"15,040","33,171",90.17,40.88,"1,356,153"
Vermont,8/1/1989,"15,321","34,092",92.68,41.65,"1,419,955"
Vermont,9/1/1989,"15,177","33,640",91.21,41.15,"1,384,330"
Delaware,10/1/1988,"10,654","28,767",138.35,51.24,"1,473,994"
Delaware,11/1/1988,"10,670","28,810",138.47,51.28,"1,477,507"
Delaware,12/1/1988,"11,141","30,081",147.69,54.7,"1,645,382"
Delaware,1/1/1989,"10,932","29,517",148.53,55.01,"1,623,778"
Delaware,2/1/1989,"10,931","29,512",147.99,54.81,"1,617,662"
Delaware,3/1/1989,"11,290","30,483",149.69,55.44,"1,690,042"
Delaware,4/1/1989,"11,281","30,459",142.08,52.62,"1,602,830"
Delaware,5/1/1989,"10,926","29,501",140.52,52.04,"1,535,362"
Delaware,6/1/1989,"10,940","29,539",139.88,51.81,"1,530,340"
Delaware,7/1/1989,"10,904","29,441",139.89,51.81,"1,525,352"
Delaware,8/1/1989,"11,217","30,286",137.66,50.98,"1,544,118"
Delaware,9/1/1989,"11,208","30,262",140.68,52.1,"1,576,779"
District of Columbia,10/1/1988,"25,414","58,940",117.15,50.51,"2,977,234"
District of Columbia,11/1/1988,"25,854","59,833",117.71,50.86,"3,043,274"
District of Columbia,12/1/1988,"25,957","60,173",117.85,50.84,"3,058,959"
District of Columbia,1/1/1989,"25,252","58,175",116.49,50.56,"2,941,496"
District of Columbia,2/1/1989,"25,050","57,598",116.04,50.47,"2,906,808"
District of Columbia,3/1/1989,"24,536","56,402",121.03,52.65,"2,969,531"
District of Columbia,4/1/1989,"25,361","58,583",116.07,50.25,"2,943,552"
District of Columbia,5/1/1989,"25,067","58,029",115.37,49.84,"2,892,101"
District of Columbia,6/1/1989,"25,225","57,946",115.48,50.27,"2,913,005"
District of Columbia,7/1/1989,"25,174","57,983",115.62,50.2,"2,910,572"
District of Columbia,8/1/1989,"25,573","58,903",116.13,50.42,"2,969,735"
District of Columbia,9/1/1989,"25,678","59,415",116.16,50.2,"2,982,747"
Maryland,10/1/1988,"104,553","246,116",139.47,59.25,"14,581,566"
Maryland,11/1/1988,"105,092","247,080",139.25,59.23,"14,633,817"
Maryland,12/1/1988,"106,723","250,104",139.59,59.57,"14,897,526"
Maryland,1/1/1989,"106,689","249,662",136.74,58.43,"14,588,460"
Maryland,2/1/1989,"106,667","249,456",138.35,59.16,"14,756,935"
Maryland,3/1/1989,"108,075","252,499",139.28,59.62,"15,052,988"
Maryland,4/1/1989,"106,635","249,777",138.87,59.28,"14,807,928"
Maryland,5/1/1989,"106,310","249,038",138.66,59.19,"14,741,357"
Maryland,6/1/1989,"105,978","248,137",139.04,59.38,"14,735,293"
Maryland,7/1/1989,"105,399","246,939",134.48,57.4,"14,174,286"
Maryland,8/1/1989,"106,331","248,688",136.23,58.25,"14,485,074"
Maryland,9/1/1989,"106,060","248,276",135.95,58.08,"14,418,769"
New Jersey,10/1/1988,"135,148","351,533",142.36,54.73,"19,239,193"
New Jersey,11/1/1988,"134,449","348,351",141.78,54.72,"19,062,453"
New Jersey,12/1/1988,"139,492","363,346",144.53,55.49,"20,161,067"
New Jersey,1/1/1989,"132,807","341,918",139.31,54.11,"18,500,813"
New Jersey,2/1/1989,"136,284","351,673",141.2,54.72,"19,243,162"
New Jersey,3/1/1989,"138,154","356,461",140.82,54.58,"19,454,319"
New Jersey,4/1/1989,"136,290","348,944",142.08,55.49,"19,364,501"
New Jersey,5/1/1989,"135,211","345,271",140.69,55.1,"19,023,115"
New Jersey,6/1/1989,"137,963","353,913",140.19,54.65,"19,340,435"
New Jersey,7/1/1989,"138,205","355,355",138.92,54.03,"19,199,564"
New Jersey,8/1/1989,"139,257","357,935",139.1,54.12,"19,370,401"
New Jersey,9/1/1989,"140,617","361,026",140.1,54.57,"19,700,263"
Pennsylvania,10/1/1988,"385,839","916,318",121.02,50.96,"46,693,139"
Pennsylvania,11/1/1988,"383,396","905,880",119.45,50.56,"45,798,209"
Pennsylvania,12/1/1988,"386,907","917,300",120.81,50.96,"46,743,232"
Pennsylvania,1/1/1989,"388,529","920,472",120.58,50.9,"46,848,463"
Pennsylvania,2/1/1989,"389,494","918,543",118.93,50.43,"46,322,703"
Pennsylvania,3/1/1989,"397,452","938,790",119.3,50.51,"47,414,444"
Pennsylvania,4/1/1989,"393,872","930,664",118.97,50.35,"46,858,837"
Pennsylvania,5/1/1989,"389,661","913,707",117.47,50.1,"45,775,052"
Pennsylvania,6/1/1989,"387,954","912,119",118.04,50.21,"45,794,272"
Pennsylvania,7/1/1989,"387,757","911,206",117.38,49.95,"45,516,135"
Pennsylvania,8/1/1989,"386,364","901,156",116.53,49.96,"45,021,934"
Pennsylvania,9/1/1989,"388,003","908,116",117.02,50,"45,403,896"
Virginia,10/1/1988,"134,168","325,975",126.44,52.04,"16,963,989"
Virginia,11/1/1988,"133,829","323,468",124.76,51.62,"16,695,913"
Virginia,12/1/1988,"137,888","335,433",126.25,51.9,"17,408,543"
Virginia,1/1/1989,"138,972","337,707",125.72,51.74,"17,471,651"
Virginia,2/1/1989,"138,093","334,666",125.76,51.89,"17,366,475"
Virginia,3/1/1989,"142,370","346,190",127.7,52.52,"18,181,301"
Virginia,4/1/1989,"140,650","341,850",127.29,52.37,"17,903,783"
Virginia,5/1/1989,"137,958","332,544",123.44,51.21,"17,030,022"
Virginia,6/1/1989,"138,041","333,138",123.63,51.23,"17,065,745"
Virginia,7/1/1989,"135,991","326,986",123.05,51.18,"16,733,785"
Virginia,8/1/1989,"136,181","325,167",122.13,51.15,"16,632,171"
Virginia,9/1/1989,"136,526","327,117",124.59,52,"17,009,630"
Virgin Islands,10/1/1988,"4,712","17,136",272.23,74.86,"1,282,740"
Virgin Islands,11/1/1988,"4,660","16,941",267.97,73.71,"1,248,740"
Virgin Islands,12/1/1988,"4,685","17,108",269.04,73.68,"1,260,442"
Virgin Islands,1/1/1989,"4,453","17,057",272.52,71.15,"1,213,527"
Virgin Islands,2/1/1989,"4,249","15,449",262.04,72.07,"1,113,392"
Virgin Islands,3/1/1989,"4,407","16,052",269.7,74.05,"1,188,572"
Virgin Islands,4/1/1989,"4,404","15,908",261.81,72.48,"1,152,998"
Virgin Islands,5/1/1989,"4,421","15,954",254.22,70.45,"1,123,889"
Virgin Islands,6/1/1989,"4,499","16,185",255.5,71.02,"1,149,484"
Virgin Islands,7/1/1989,"4,444","16,067",254.07,70.27,"1,129,068"
Virgin Islands,8/1/1989,"4,337","15,577",253.67,70.63,"1,100,171"
Virgin Islands,9/1/1989,"4,394","15,894",286.2,79.12,"1,257,572"
West Virginia,10/1/1988,"90,828","251,290",152.42,55.09,"13,843,918"
West Virginia,11/1/1988,"91,005","251,512",150.56,54.48,"13,701,612"
West Virginia,12/1/1988,"94,044","260,336",151.08,54.58,"14,208,589"
West Virginia,1/1/1989,"95,260","263,668",151.33,54.67,"14,415,980"
West Virginia,2/1/1989,"95,235","263,817",150.88,54.46,"14,368,690"
West Virginia,3/1/1989,"96,565","267,320",150.61,54.41,"14,543,676"
West Virginia,4/1/1989,"95,594","264,332",151.3,54.72,"14,463,659"
West Virginia,5/1/1989,"94,698","260,903",148.74,53.99,"14,085,792"
West Virginia,6/1/1989,"93,920","258,388",148.84,54.1,"13,979,243"
West Virginia,7/1/1989,"93,329","256,646",148.55,54.02,"13,864,459"
West Virginia,8/1/1989,"93,907","257,470",147.69,53.87,"13,869,313"
West Virginia,9/1/1989,"93,245","255,058",148.45,54.27,"13,842,253"
Alabama,10/1/1988,"153,002","427,623",150.1,53.7,"22,965,304"
Alabama,11/1/1988,"153,226","426,172",146.83,52.79,"22,498,896"
Alabama,12/1/1988,"157,222","438,644",149.04,53.42,"23,432,986"
Alabama,1/1/1989,"157,389","439,131",146.99,52.68,"23,135,266"
Alabama,2/1/1989,"155,863","432,792",144.88,52.18,"22,581,362"
Alabama,3/1/1989,"160,501","446,855",148.9,53.48,"23,898,183"
Alabama,4/1/1989,"159,180","443,095",148.04,53.18,"23,565,051"
Alabama,5/1/1989,"156,525","432,744",143.13,51.77,"22,402,959"
Alabama,6/1/1989,"158,047","438,400",145.7,52.52,"23,026,861"
Alabama,7/1/1989,"157,251","435,296",145.59,52.59,"22,893,563"
Alabama,8/1/1989,"155,922","428,280",143.04,52.08,"22,303,667"
Alabama,9/1/1989,"158,278","437,504",147.54,53.38,"23,351,792"
Florida,10/1/1988,"252,097","646,479",148.6,57.95,"37,460,389"
Florida,11/1/1988,"255,877","655,687",146.42,57.14,"37,464,709"
Florida,12/1/1988,"257,415","660,820",146.78,57.18,"37,783,857"
Florida,1/1/1989,"257,176","658,327",144.91,56.61,"37,268,241"
Florida,2/1/1989,"254,413","649,914",145.43,56.93,"36,999,753"
Florida,3/1/1989,"261,836","669,391",145.24,56.81,"38,028,358"
Florida,4/1/1989,"259,406","663,784",143.72,56.17,"37,281,788"
Florida,5/1/1989,"259,406","663,784",143.97,56.26,"37,346,858"
Florida,6/1/1989,"264,789","677,234",143.11,55.95,"37,892,683"
Florida,7/1/1989,"267,273","683,036",143.66,56.21,"38,395,367"
Florida,8/1/1989,"271,511","691,285",145.9,57.3,"39,612,220"
Florida,9/1/1989,"271,794","695,523",146.15,57.11,"39,723,026"
Georgia,10/1/1988,"175,081","471,271",141.14,52.44,"24,711,394"
Georgia,11/1/1988,"176,160","472,450",139.97,52.19,"24,656,448"
Georgia,12/1/1988,"177,986","478,666",141.03,52.44,"25,100,623"
Georgia,1/1/1989,"180,193","484,707",139.91,52.01,"25,210,460"
Georgia,2/1/1989,"180,719","485,068",138.89,51.75,"25,100,771"
Georgia,3/1/1989,"185,061","496,313",139.54,52.03,"25,824,305"
Georgia,4/1/1989,"182,457","490,636",138.68,51.57,"25,303,618"
Georgia,5/1/1989,"181,538","484,619",136.93,51.3,"24,858,708"
Georgia,6/1/1989,"181,888","486,210",137.43,51.41,"24,997,696"
Georgia,7/1/1989,"181,778","485,681",138.12,51.69,"25,106,478"
Georgia,8/1/1989,"183,051","486,762",138.08,51.93,"25,276,551"
Georgia,9/1/1989,"184,824","493,186",138.65,51.96,"25,625,762"
Kentucky,10/1/1988,"164,938","459,197",152.8,54.88,"25,201,866"
Kentucky,11/1/1988,"166,995","462,370",150.14,54.23,"25,072,035"
Kentucky,12/1/1988,"159,539","439,995",159.41,57.8,"25,431,719"
Kentucky,1/1/1989,"161,102","445,493",158.75,57.41,"25,574,268"
Kentucky,2/1/1989,"159,827","445,242",160.92,57.76,"25,719,252"
Kentucky,3/1/1989,"161,043","447,854",161.83,58.19,"26,061,414"
Kentucky,4/1/1989,"157,576","435,621",162.61,58.82,"25,624,043"
Kentucky,5/1/1989,"163,795","454,845",151.21,54.45,"24,768,141"
Kentucky,6/1/1989,"155,399","428,771",156.89,56.86,"24,380,187"
Kentucky,7/1/1989,"162,103","448,071",148.19,53.61,"24,022,435"
Kentucky,8/1/1989,"162,502","446,171",148.75,54.18,"24,172,281"
Kentucky,9/1/1989,"162,454","445,038",147.35,53.79,"23,937,780"
Mississippi,10/1/1988,"169,841","500,756",159.69,54.16,"27,121,383"
Mississippi,11/1/1988,"168,030","484,082",155.03,53.81,"26,049,951"
Mississippi,12/1/1988,"171,032","493,742",156.43,54.19,"26,755,277"
Mississippi,1/1/1989,"171,771","496,345",155.8,53.92,"26,762,505"
Mississippi,2/1/1989,"170,071","488,052",153.87,53.62,"26,169,079"
Mississippi,3/1/1989,"173,583","503,603",158.72,54.71,"27,551,437"
Mississippi,4/1/1989,"173,336","500,030",156.95,54.41,"27,205,019"
Mississippi,5/1/1989,"171,655","487,295",150.28,52.94,"25,796,596"
Mississippi,6/1/1989,"172,452","493,098",152.67,53.39,"26,328,445"
Mississippi,7/1/1989,"172,264","491,564",152.94,53.6,"26,346,699"
Mississippi,8/1/1989,"170,625","483,489",150.76,53.2,"25,722,617"
Mississippi,9/1/1989,"173,351","492,254",155.36,54.71,"26,931,175"
North Carolina,10/1/1988,"149,943","382,152",124.89,49,"18,726,684"
North Carolina,11/1/1988,"150,085","380,125",122.13,48.22,"18,330,266"
North Carolina,12/1/1988,"155,045","394,734",124.52,48.91,"19,305,584"
North Carolina,1/1/1989,"156,163","397,705",122.4,48.06,"19,114,658"
North Carolina,2/1/1989,"154,760","392,795",121.85,48.01,"18,856,738"
North Carolina,3/1/1989,"158,005","403,366",126.29,49.47,"19,954,989"
North Carolina,4/1/1989,"156,714","400,036",125.24,49.06,"19,626,298"
North Carolina,5/1/1989,"153,138","387,923",122.03,48.17,"18,687,913"
North Carolina,6/1/1989,"153,463","389,584",121.89,48.01,"18,705,737"
North Carolina,7/1/1989,"152,545","386,258",121.98,48.17,"18,607,796"
North Carolina,8/1/1989,"151,860","381,299",121.15,48.25,"18,397,931"
North Carolina,9/1/1989,"153,261","387,675",126.41,49.97,"19,373,243"
South Carolina,10/1/1988,"89,005","254,754",150.65,52.64,"13,408,974"
South Carolina,11/1/1988,"88,480","252,294",148.4,52.05,"13,130,809"
South Carolina,12/1/1988,"90,137","257,557",150.28,52.59,"13,545,874"
South Carolina,1/1/1989,"89,811","256,582",148.76,52.07,"13,360,640"
South Carolina,2/1/1989,"89,265","254,076",146.51,51.47,"13,078,213"
South Carolina,3/1/1989,"90,916","260,314",151.59,52.94,"13,781,593"
South Carolina,4/1/1989,"90,182","258,107",150.49,52.58,"13,571,604"
South Carolina,5/1/1989,"91,210","258,857",143.08,50.42,"13,050,583"
South Carolina,6/1/1989,"89,530","254,993",148.28,52.06,"13,275,358"
South Carolina,7/1/1989,"90,412","252,258",145.61,52.19,"13,165,228"
South Carolina,8/1/1989,"88,393","249,251",147.51,52.31,"13,038,458"
South Carolina,9/1/1989,"152,276","455,486",136.74,45.71,"20,821,711"
Tennessee,10/1/1988,"187,236","488,284",136.94,52.51,"25,639,842"
Tennessee,11/1/1988,"189,293","493,024",135.43,52,"25,636,190"
Tennessee,12/1/1988,"191,606","498,908",135.89,52.19,"26,037,571"
Tennessee,1/1/1989,"193,198","503,090",135.66,52.1,"26,208,661"
Tennessee,2/1/1989,"195,232","508,793",136.28,52.29,"26,605,891"
Tennessee,3/1/1989,"198,404","516,716",136.16,52.28,"27,015,300"
Tennessee,4/1/1989,"194,784","505,933",135.87,52.31,"26,466,266"
Tennessee,5/1/1989,"193,141","499,506",134.07,51.84,"25,894,310"
Tennessee,6/1/1989,"191,597","494,960",133.66,51.74,"25,608,712"
Tennessee,7/1/1989,"191,692","494,625",134.08,51.96,"25,702,533"
Tennessee,8/1/1989,"193,989","500,159",133.34,51.72,"25,866,412"
Tennessee,9/1/1989,"192,551","495,958",133.37,51.78,"25,680,303"
Illinois,10/1/1988,"405,572","1,001,115",152.26,61.68,"61,751,319"
Illinois,11/1/1988,"403,977","994,391",151.37,61.5,"61,151,560"
Illinois,12/1/1988,"406,688","1,000,315",151.21,61.48,"61,495,363"
Illinois,1/1/1989,"405,536","1,000,856",151.68,61.46,"61,511,212"
Illinois,2/1/1989,"402,533","989,760",150.35,61.15,"60,520,326"
Illinois,3/1/1989,"408,940","1,006,559",152.64,62.01,"62,421,196"
Illinois,4/1/1989,"404,400","995,251",150.72,61.24,"60,951,709"
Illinois,5/1/1989,"401,886","986,623",150.05,61.12,"60,302,296"
Illinois,6/1/1989,"400,685","985,369",149.87,60.94,"60,052,475"
Illinois,7/1/1989,"395,337","974,221",150.03,60.88,"59,310,838"
Illinois,8/1/1989,"396,289","973,376",151.52,61.69,"60,045,518"
Illinois,9/1/1989,"393,671","966,160",151.9,61.89,"59,797,867"
Indiana,10/1/1988,"99,171","284,804",154.77,53.89,"15,349,092"
Indiana,11/1/1988,"97,659","278,625",151.5,53.1,"14,795,186"
Indiana,12/1/1988,"99,796","286,316",152.81,53.26,"15,249,574"
Indiana,1/1/1989,"101,160","289,993",153.08,53.4,"15,485,672"
Indiana,2/1/1989,"100,790","288,336",153.02,53.49,"15,423,064"
Indiana,3/1/1989,"103,223","296,964",170.26,59.18,"17,574,973"
Indiana,4/1/1989,"101,681","291,987",155.87,54.28,"15,849,003"
Indiana,5/1/1989,"98,203","280,395",152.2,53.31,"14,946,493"
Indiana,6/1/1989,"98,354","281,484",153.07,53.49,"15,055,267"
Indiana,7/1/1989,"96,816","276,276",152.89,53.58,"14,802,528"
Indiana,8/1/1989,"99,098","282,643",152.83,53.58,"15,145,005"
Indiana,9/1/1989,"99,476","283,865",151.79,53.19,"15,099,040"
Michigan,10/1/1988,"357,198","863,842",114.66,47.41,"40,955,350"
Michigan,11/1/1988,"356,694","858,718",118.6,49.26,"42,304,519"
Michigan,12/1/1988,"359,318","865,772",118.78,49.3,"42,679,671"
Michigan,1/1/1989,"363,165","873,318",117.96,49.05,"42,838,595"
Michigan,2/1/1989,"363,883","873,772",119.07,49.58,"43,325,833"
Michigan,3/1/1989,"369,164","886,096",131.27,54.69,"48,460,539"
Michigan,4/1/1989,"368,411","884,499",116.91,48.69,"43,070,086"
Michigan,5/1/1989,"365,798","876,145",112.2,46.85,"41,044,090"
Michigan,6/1/1989,"366,206","880,957",112.98,46.96,"41,373,182"
Michigan,7/1/1989,"363,074","876,266",113.2,46.91,"41,101,444"
Michigan,8/1/1989,"364,360","875,425",113.3,47.16,"41,281,440"
Michigan,9/1/1989,"363,938","875,054",113.17,47.07,"41,185,300"
Minnesota,10/1/1988,"95,653","240,926",112.4,44.63,"10,751,802"
Minnesota,11/1/1988,"95,378","239,645",110.46,43.96,"10,535,606"
Minnesota,12/1/1988,"96,031","240,262",111.91,44.73,"10,746,493"
Minnesota,1/1/1989,"96,301","239,177",113.29,45.62,"10,910,112"
Minnesota,2/1/1989,"97,514","241,824",111.4,44.92,"10,862,712"
Minnesota,3/1/1989,"99,474","249,897",112.21,44.66,"11,161,564"
Minnesota,4/1/1989,"99,496","249,690",110.68,44.1,"11,012,188"
Minnesota,5/1/1989,"99,120","248,014",109.09,43.6,"10,813,354"
Minnesota,6/1/1989,"99,754","250,032",112.06,44.71,"11,178,080"
Minnesota,7/1/1989,"98,198","246,246",113.9,45.42,"11,185,036"
Minnesota,8/1/1989,"99,301","248,854",111.23,44.38,"11,045,318"
Minnesota,9/1/1989,"99,092","248,234",111.56,44.53,"11,054,300"
Ohio,10/1/1988,"440,271","1,053,529",143.08,59.79,"62,993,181"
Ohio,11/1/1988,"439,107","1,045,858",142.1,59.66,"62,396,323"
Ohio,12/1/1988,"443,778","1,058,423",142.3,59.67,"63,151,180"
Ohio,1/1/1989,"448,795","1,067,042",139.78,58.79,"62,730,659"
Ohio,2/1/1989,"450,242","1,072,523",139.36,58.5,"62,747,314"
Ohio,3/1/1989,"454,370","1,081,498",134.68,56.58,"61,194,681"
Ohio,4/1/1989,"453,063","1,078,666",132.57,55.68,"60,060,520"
Ohio,5/1/1989,"453,351","1,077,613",138.08,58.09,"62,599,693"
Ohio,6/1/1989,"453,863","1,076,850",136.62,57.58,"62,004,814"
Ohio,7/1/1989,"450,958","1,071,114",137.66,57.96,"62,078,649"
Ohio,8/1/1989,"451,969","1,072,680",138.6,58.4,"62,641,061"
Ohio,9/1/1989,"447,482","1,059,902",138.48,58.47,"61,967,188"
Wisconsin,10/1/1988,"101,117","296,767",132.2,45.04,"13,367,627"
Wisconsin,11/1/1988,"99,807","292,145",130.77,44.68,"13,052,104"
Wisconsin,12/1/1988,"100,513","294,050",130.62,44.65,"13,128,644"
Wisconsin,1/1/1989,"101,312","296,037",129.55,44.34,"13,125,136"
Wisconsin,2/1/1989,"100,730","293,325",129.18,44.36,"13,011,855"
Wisconsin,3/1/1989,"102,036","297,779",131.07,44.91,"13,373,477"
Wisconsin,4/1/1989,"101,350","296,125",130.65,44.72,"13,241,394"
Wisconsin,5/1/1989,"98,748","288,079",131.04,44.92,"12,939,450"
Wisconsin,6/1/1989,"98,343","287,427",133.41,45.65,"13,120,028"
Wisconsin,7/1/1989,"97,225","284,353",131.27,44.88,"12,762,790"
Wisconsin,8/1/1989,"96,117","280,511",131.69,45.12,"12,657,602"
Wisconsin,9/1/1989,"96,659","282,934",133.5,45.61,"12,903,632"
Arkansas,10/1/1988,"81,029","221,604",128.86,47.12,"10,441,345"
Arkansas,11/1/1988,"82,071","225,194",131.88,48.06,"10,823,180"
Arkansas,12/1/1988,"83,251","229,258",133.44,48.46,"11,109,179"
Arkansas,1/1/1989,"83,617","229,071",128.51,46.91,"10,745,448"
Arkansas,2/1/1989,"84,984","234,862",134.47,48.66,"11,427,898"
Arkansas,3/1/1989,"85,921","238,181",135.82,49,"11,669,917"
Arkansas,4/1/1989,"82,973","227,462",128.94,47.03,"10,698,465"
Arkansas,5/1/1989,"83,003","228,050",131.46,47.85,"10,911,778"
Arkansas,6/1/1989,"82,000","225,124",130.8,47.64,"10,725,279"
Arkansas,7/1/1989,"80,918","220,392",127.8,46.92,"10,341,383"
Arkansas,8/1/1989,"82,552","226,262",132.6,48.38,"10,946,280"
Arkansas,9/1/1989,"81,693","222,503",129.75,47.64,"10,599,613"
Louisiana,10/1/1988,"238,761","715,230",168.46,56.24,"40,222,310"
Louisiana,11/1/1988,"238,872","713,634",167.57,56.09,"40,028,524"
Louisiana,12/1/1988,"241,531","720,203",167.37,56.13,"40,425,811"
Louisiana,1/1/1989,"242,883","723,017",164.58,55.29,"39,973,502"
Louisiana,2/1/1989,"244,664","727,862",165.71,55.7,"40,543,347"
Louisiana,3/1/1989,"248,113","736,607",165.94,55.89,"41,171,021"
Louisiana,4/1/1989,"246,664","732,198",164.87,55.54,"40,667,914"
Louisiana,5/1/1989,"247,284","731,321",164.41,55.59,"40,656,573"
Louisiana,6/1/1989,"246,992","728,601",163.37,55.38,"40,351,685"
Louisiana,7/1/1989,"245,356","722,324",162.95,55.35,"39,979,697"
